ride_id,driver_id,estimated_fare,actual_fare,estimated_distance,actual_distance,otp_verified,complaint,fraud_label
RIDE446,DRV87,318,313.95,6.01,6.21,True,0,0
RIDE447,DRV85,459,725.12,1.58,2.68,False,1,1
RIDE448,DRV27,813,1682.35,14.33,24.49,True,1,1
RIDE449,DRV12,825,890.8,13.37,13.0,False,0,0
RIDE450,DRV99,774,861.41,15.83,16.4,True,0,0
RIDE451,DRV77,570,645.0,9.68,9.91,True,1,0
RIDE452,DRV59,222,232.59,16.55,16.11,True,0,0
RIDE453,DRV40,703,808.41,16.58,16.26,True,0,0
RIDE454,DRV34,453,842.5,16.09,26.06,True,1,1
RIDE455,DRV41,248,258.68,9.47,9.61,True,1,0
RIDE456,DRV24,260,243.27,17.25,18.44,False,0,0
RIDE457,DRV36,694,782.19,19.99,20.91,False,1,0
RIDE458,DRV16,529,873.74,8.16,13.05,True,1,1
RIDE459,DRV35,330,297.47,19.26,19.61,True,0,0
RIDE460,DRV15,824,935.1,4.52,4.4,True,0,0
RIDE461,DRV56,755,854.3,1.52,1.54,True,0,0
RIDE462,DRV99,831,771.99,14.33,15.35,False,0,0
RIDE463,DRV61,475,1002.99,13.2,23.96,False,1,1
RIDE464,DRV43,364,632.93,15.89,20.74,False,1,1
RIDE465,DRV76,788,775.28,3.94,3.85,True,0,0
RIDE466,DRV36,747,769.36,17.01,16.71,True,1,0
RIDE467,DRV94,665,1442.08,4.23,5.76,False,1,1
RIDE468,DRV31,469,428.42,14.29,14.11,True,0,0
RIDE469,DRV29,543,568.12,9.24,9.93,True,0,0
RIDE470,DRV96,194,304.75,8.51,14.88,True,1,1
RIDE471,DRV75,383,402.19,11.14,10.92,True,1,0
RIDE472,DRV39,762,719.93,5.6,5.84,True,0,0
RIDE473,DRV89,669,744.95,12.17,13.37,True,1,0
RIDE474,DRV93,456,944.53,2.7,5.18,True,1,1
RIDE475,DRV73,917,853.78,7.67,8.41,True,0,0
RIDE476,DRV94,803,727.16,5.87,5.97,False,0,0
RIDE477,DRV23,257,239.61,17.0,17.51,True,0,0
RIDE478,DRV5,321,311.57,4.8,5.27,True,0,0
RIDE479,DRV7,402,416.73,13.0,13.97,True,0,0
RIDE480,DRV59,408,414.95,3.77,3.59,True,0,0
RIDE481,DRV12,249,258.15,11.65,11.47,False,0,0
RIDE482,DRV23,670,699.86,11.54,11.54,True,0,0
RIDE483,DRV11,625,667.94,4.75,5.09,True,0,0
RIDE484,DRV92,180,205.3,16.51,16.49,True,1,0
RIDE485,DRV77,948,868.61,16.69,16.71,True,0,0
RIDE486,DRV88,447,939.13,19.9,27.02,True,1,1
RIDE487,DRV19,612,643.19,19.53,21.25,False,0,0
RIDE488,DRV30,562,597.1,1.25,1.24,False,1,0
RIDE489,DRV47,533,509.09,9.59,9.99,True,0,0
RIDE490,DRV98,167,159.86,4.19,4.1,True,1,0
RIDE491,DRV45,730,664.07,2.41,2.52,True,0,0
RIDE492,DRV56,797,758.13,7.76,7.73,True,0,0
RIDE493,DRV35,793,885.0,7.36,8.02,True,0,0
RIDE494,DRV28,530,1011.73,7.25,13.27,True,1,1
RIDE495,DRV80,283,471.75,18.18,33.88,False,1,1
RIDE496,DRV41,705,771.83,2.82,2.85,True,1,0
RIDE497,DRV26,511,548.07,18.17,17.52,True,0,0
RIDE498,DRV53,845,810.51,17.79,17.72,True,0,0
RIDE499,DRV73,934,1056.3,18.43,18.21,True,0,0
RIDE500,DRV22,817,904.96,14.45,15.77,True,0,0
RIDE501,DRV48,609,593.29,14.66,15.49,True,1,0
RIDE502,DRV74,737,693.5,1.78,1.91,True,0,0
RIDE503,DRV13,469,536.09,6.29,6.8,False,0,0
RIDE504,DRV94,306,307.88,19.11,20.77,True,0,0
RIDE505,DRV9,776,703.46,17.29,18.55,True,1,0
RIDE506,DRV11,442,487.0,6.04,6.18,False,1,0
RIDE507,DRV10,566,511.92,1.13,1.21,True,0,0
RIDE508,DRV90,552,562.42,8.98,8.96,True,0,0
RIDE509,DRV30,108,102.91,19.31,21.13,True,0,0
RIDE510,DRV43,647,596.6,2.37,2.51,True,0,0
RIDE511,DRV83,965,981.56,1.22,1.22,True,0,0
RIDE512,DRV98,759,709.94,11.53,11.56,True,0,0
RIDE513,DRV61,560,842.31,8.82,12.72,True,1,1
RIDE514,DRV62,852,791.43,1.1,1.16,False,0,0
RIDE515,DRV56,243,499.66,10.98,15.44,True,1,1
RIDE516,DRV65,430,813.54,1.89,3.18,False,1,1
RIDE517,DRV42,129,142.63,5.11,5.0,True,0,0
RIDE518,DRV15,856,983.8,13.13,13.68,True,0,0
RIDE519,DRV68,381,403.01,15.09,15.86,True,1,0
RIDE520,DRV33,309,288.46,10.2,10.77,True,0,0
RIDE521,DRV39,894,989.43,8.03,8.05,True,1,0
RIDE522,DRV42,627,575.46,14.15,15.01,True,1,0
RIDE523,DRV24,103,101.84,7.85,7.74,True,0,0
RIDE524,DRV49,784,1513.75,8.46,14.44,True,1,1
RIDE525,DRV13,954,1004.26,19.73,19.55,True,0,0
RIDE526,DRV71,868,998.12,10.15,10.78,True,0,0
RIDE527,DRV74,102,218.36,1.38,2.6,False,1,1
RIDE528,DRV68,205,198.18,15.45,16.32,True,0,0
RIDE529,DRV65,752,830.37,13.49,14.18,False,0,0
RIDE530,DRV11,813,777.78,14.25,13.64,False,1,0
RIDE531,DRV97,485,482.91,17.02,16.74,True,1,0
RIDE532,DRV96,821,920.34,17.32,17.37,True,0,0
RIDE533,DRV52,914,845.12,10.39,10.19,True,0,0
RIDE534,DRV100,851,852.14,19.36,19.17,True,0,0
RIDE535,DRV6,646,721.56,18.98,18.09,True,0,0
RIDE536,DRV48,235,260.1,15.49,16.91,True,0,0
RIDE537,DRV8,234,260.55,10.16,10.11,False,0,0
RIDE538,DRV77,717,1566.5,17.18,32.99,True,1,1
RIDE539,DRV89,607,548.24,8.66,9.03,False,0,0
RIDE540,DRV59,258,254.32,19.3,19.29,True,0,0
RIDE541,DRV89,777,707.45,14.74,15.87,True,1,0
RIDE542,DRV10,825,893.09,2.5,2.51,True,0,0
RIDE543,DRV94,712,659.7,17.12,17.65,True,1,0
RIDE544,DRV63,271,280.04,14.46,14.16,True,0,0
RIDE545,DRV81,778,1522.42,5.52,8.1,True,1,1
RIDE546,DRV16,222,249.09,12.11,12.11,False,0,0
RIDE547,DRV7,883,1900.6,16.07,24.33,True,1,1
RIDE548,DRV89,940,868.37,1.38,1.37,True,0,0
RIDE549,DRV46,422,467.11,12.97,14.01,True,0,0
RIDE550,DRV72,533,583.7,10.06,9.75,True,1,0
RIDE551,DRV100,674,774.31,7.22,7.92,True,0,0
RIDE552,DRV20,589,612.63,19.2,19.91,True,0,0
RIDE553,DRV31,843,762.43,9.85,9.66,True,0,0
RIDE554,DRV64,917,888.66,15.21,16.22,True,0,0
RIDE555,DRV86,252,279.79,5.03,5.06,True,0,0
RIDE556,DRV9,508,513.43,13.11,12.5,True,1,0
RIDE557,DRV60,262,287.5,9.07,9.2,False,0,0
RIDE558,DRV42,749,829.23,2.92,3.07,True,0,0
RIDE559,DRV85,670,644.78,6.83,7.48,False,1,0
RIDE560,DRV78,186,184.99,14.06,14.99,False,1,0
RIDE561,DRV73,861,944.18,5.26,5.16,True,0,0
RIDE562,DRV15,586,531.55,7.24,7.58,True,1,0
RIDE563,DRV22,707,761.59,8.58,8.17,True,0,0
RIDE564,DRV48,753,1197.88,19.84,27.03,True,1,1
RIDE565,DRV65,284,318.95,15.78,15.13,True,0,0
RIDE566,DRV80,687,678.67,6.16,6.23,False,0,0
RIDE567,DRV12,550,600.96,6.35,6.62,True,0,0
RIDE568,DRV38,602,556.39,10.56,11.05,False,0,0
RIDE569,DRV85,838,909.4,15.73,16.63,True,0,0
RIDE570,DRV88,621,613.01,14.16,13.67,True,0,0
RIDE571,DRV39,647,618.41,15.28,14.6,True,0,0
RIDE572,DRV51,774,740.84,2.45,2.36,True,0,0
RIDE573,DRV27,403,428.69,5.43,5.72,True,0,0
RIDE574,DRV66,957,921.43,16.43,17.89,True,0,0
RIDE575,DRV93,783,817.92,2.06,1.97,True,0,0
RIDE576,DRV29,614,1341.34,18.86,34.16,True,1,1
RIDE577,DRV32,360,712.59,9.39,16.49,True,1,1
RIDE578,DRV96,361,354.18,8.34,8.5,True,0,0
RIDE579,DRV37,660,604.27,6.96,7.41,True,0,0
RIDE580,DRV98,377,342.97,8.28,8.44,True,0,0
RIDE581,DRV2,205,225.9,16.49,16.82,True,0,0
RIDE582,DRV86,777,767.2,9.89,10.78,True,0,0
RIDE583,DRV62,368,338.28,10.27,10.97,True,1,0
RIDE584,DRV93,914,1763.53,10.25,15.61,True,1,1
RIDE585,DRV17,256,437.69,9.84,17.3,True,1,1
RIDE586,DRV94,312,301.36,8.49,9.26,True,1,0
RIDE587,DRV61,877,1475.05,16.45,30.89,True,1,1
RIDE588,DRV88,500,489.97,12.09,12.86,True,1,0
RIDE589,DRV41,889,924.04,5.42,5.44,True,0,0
RIDE590,DRV72,544,559.22,4.18,4.37,True,1,0
RIDE591,DRV34,647,1048.77,15.87,27.61,True,1,1
RIDE592,DRV73,710,782.57,6.37,6.88,True,0,0
RIDE593,DRV9,509,532.17,18.08,19.8,True,0,0
RIDE594,DRV48,739,807.43,13.87,14.4,True,1,0
RIDE595,DRV86,348,345.91,18.55,17.93,True,0,0
RIDE596,DRV18,252,257.08,17.31,17.71,True,0,0
RIDE597,DRV56,155,156.02,12.28,11.73,True,0,0
RIDE598,DRV48,320,356.52,7.07,7.64,True,0,0
RIDE599,DRV5,995,974.28,18.23,17.81,True,1,0
RIDE600,DRV51,518,473.25,10.09,10.0,True,0,0
RIDE601,DRV40,540,607.03,15.26,16.74,False,0,0
RIDE602,DRV52,325,363.81,10.79,11.25,True,1,0
RIDE603,DRV6,610,1287.34,2.99,5.6,True,1,1
RIDE604,DRV45,356,509.75,12.08,19.26,True,1,1
RIDE605,DRV45,781,876.26,10.59,11.38,True,0,0
RIDE606,DRV54,273,260.96,1.77,1.91,True,0,0
RIDE607,DRV46,804,873.78,6.43,6.79,False,0,0
RIDE608,DRV37,255,270.95,8.64,8.96,True,0,0
RIDE609,DRV74,847,786.96,5.8,6.33,True,0,0
RIDE610,DRV50,695,704.87,1.17,1.17,True,0,0
RIDE611,DRV24,374,352.6,19.14,18.52,True,0,0
RIDE612,DRV53,523,583.83,8.45,8.04,True,1,0
RIDE613,DRV97,602,642.0,6.3,6.22,False,0,0
RIDE614,DRV74,279,304.92,15.29,16.66,False,0,0
RIDE615,DRV25,926,936.36,7.08,7.58,True,0,0
RIDE616,DRV61,750,775.51,8.87,9.39,True,0,0
RIDE617,DRV6,411,399.85,12.95,12.34,True,0,0
RIDE618,DRV61,301,600.58,3.2,4.43,False,1,1
RIDE619,DRV72,672,1439.58,14.7,26.99,False,1,1
RIDE620,DRV89,217,202.54,18.62,18.77,True,0,0
RIDE621,DRV51,262,260.49,13.05,13.0,True,0,0
RIDE622,DRV76,328,347.1,3.48,3.5,True,0,0
RIDE623,DRV9,883,987.86,10.99,10.83,True,0,0
RIDE624,DRV9,401,443.52,7.47,8.19,True,0,0
RIDE625,DRV33,641,1230.46,8.67,16.95,False,1,1
RIDE626,DRV49,160,163.49,7.4,7.17,True,1,0
RIDE627,DRV24,885,911.1,12.33,12.43,True,1,0
RIDE628,DRV78,588,636.7,11.27,10.76,False,0,0
RIDE629,DRV42,140,149.22,17.67,17.55,True,0,0
RIDE630,DRV90,884,989.38,5.27,5.11,False,0,0
RIDE631,DRV12,789,797.5,9.4,9.82,True,1,0
RIDE632,DRV32,563,1237.21,4.66,6.81,False,1,1
RIDE633,DRV14,657,710.61,9.28,8.95,True,0,0
RIDE634,DRV23,293,416.44,9.68,18.91,True,1,1
RIDE635,DRV58,769,1248.08,2.16,3.02,True,1,1
RIDE636,DRV17,410,395.0,15.05,15.28,True,0,0
RIDE637,DRV22,174,199.47,11.78,11.2,True,0,0
RIDE638,DRV14,878,827.75,19.22,21.05,True,0,0
RIDE639,DRV54,245,273.51,17.66,18.74,True,1,0
RIDE640,DRV52,582,598.41,16.02,17.14,True,0,0
RIDE641,DRV95,220,220.63,6.2,6.0,False,1,0
RIDE642,DRV34,151,328.93,15.7,29.24,True,1,1
RIDE643,DRV69,245,240.17,6.24,6.5,True,0,0
RIDE644,DRV15,420,395.55,4.09,4.2,True,0,0
RIDE645,DRV91,934,975.65,11.38,12.2,True,1,0
RIDE646,DRV80,298,323.84,18.98,19.09,False,0,0
RIDE647,DRV55,360,402.71,13.12,13.04,True,1,0
RIDE648,DRV14,988,1393.17,7.13,9.79,True,1,1
RIDE649,DRV65,266,450.36,7.97,14.01,False,1,1
RIDE650,DRV67,721,756.14,12.76,13.46,True,0,0
RIDE651,DRV44,672,669.92,19.18,20.54,True,0,0
RIDE652,DRV26,954,1740.98,15.16,27.17,True,1,1
RIDE653,DRV74,601,632.65,4.83,4.75,True,0,0
RIDE654,DRV51,582,590.25,5.61,5.85,True,0,0
RIDE655,DRV27,754,735.83,5.44,5.9,False,0,0
RIDE656,DRV94,481,676.87,2.41,3.93,False,1,1
RIDE657,DRV83,630,632.25,10.07,10.11,False,0,0
RIDE658,DRV83,862,935.6,4.68,4.82,True,0,0
RIDE659,DRV29,875,882.87,1.52,1.61,True,0,0
RIDE660,DRV86,692,776.74,19.54,20.63,True,0,0
RIDE661,DRV88,267,439.72,16.8,33.45,True,1,1
RIDE662,DRV86,146,160.57,18.51,18.06,True,1,0
RIDE663,DRV12,503,515.84,7.03,7.67,True,0,0
RIDE664,DRV16,480,460.67,5.73,5.69,False,0,0
RIDE665,DRV97,651,650.82,1.24,1.34,True,1,0
RIDE666,DRV85,423,436.5,7.55,7.81,True,1,0
RIDE667,DRV98,565,584.91,16.36,17.25,True,1,0
RIDE668,DRV38,913,829.62,18.41,17.5,True,0,0
RIDE669,DRV28,928,1627.48,11.81,17.05,True,1,1
RIDE670,DRV82,810,1181.98,14.35,19.84,False,1,1
RIDE671,DRV10,445,469.66,3.42,3.59,True,1,0
RIDE672,DRV45,365,394.83,18.3,18.33,True,0,0
RIDE673,DRV9,913,977.11,8.04,8.05,True,0,0
RIDE674,DRV36,267,284.89,16.36,17.03,True,0,0
RIDE675,DRV52,548,608.04,18.77,19.97,False,0,0
RIDE676,DRV54,113,123.61,7.78,8.53,True,1,0
RIDE677,DRV41,706,1495.94,2.65,4.82,True,1,1
RIDE678,DRV87,495,479.65,1.43,1.39,False,0,0
RIDE679,DRV80,428,698.05,19.88,32.17,True,1,1
RIDE680,DRV37,980,1863.44,3.15,5.67,True,1,1
RIDE681,DRV70,137,289.52,15.56,21.91,True,1,1
RIDE682,DRV25,547,931.51,10.16,14.02,False,1,1
RIDE683,DRV75,870,969.93,2.5,2.44,True,0,0
RIDE684,DRV12,849,871.65,18.89,19.5,True,0,0
RIDE685,DRV37,976,1001.99,12.57,13.72,True,1,0
RIDE686,DRV77,285,296.44,16.65,16.78,True,0,0
RIDE687,DRV15,964,930.8,16.94,18.47,True,0,0
RIDE688,DRV39,284,292.51,4.34,4.24,True,0,0
RIDE689,DRV47,583,537.62,17.1,18.11,True,0,0
RIDE690,DRV31,558,536.62,10.24,11.12,True,0,0
RIDE691,DRV20,946,1503.57,11.33,14.96,True,1,1
RIDE692,DRV4,399,363.77,1.93,1.96,False,0,0
RIDE693,DRV94,390,352.14,17.34,17.97,True,0,0
RIDE694,DRV61,947,1035.28,11.82,12.48,False,0,0
RIDE695,DRV43,838,761.5,15.35,15.98,False,1,0
RIDE696,DRV30,325,294.86,10.72,11.14,True,1,0
RIDE697,DRV28,574,814.75,8.18,12.0,False,1,1
RIDE698,DRV88,521,542.22,17.8,18.03,False,1,0
RIDE699,DRV25,354,404.86,18.47,19.5,True,1,0
RIDE700,DRV70,732,771.28,10.86,10.84,True,0,0
RIDE701,DRV97,618,600.11,15.96,16.6,True,0,0
RIDE702,DRV85,907,837.37,10.99,11.21,True,0,0
RIDE703,DRV98,229,228.25,3.58,3.8,True,0,0
RIDE704,DRV22,924,866.67,8.76,9.32,True,1,0
RIDE705,DRV81,229,236.15,3.19,3.08,True,1,0
RIDE706,DRV85,903,930.94,5.83,6.05,True,0,0
RIDE707,DRV100,726,796.54,4.65,4.65,True,0,0
RIDE708,DRV70,770,1639.55,7.16,12.75,True,1,1
RIDE709,DRV63,954,1756.99,4.96,7.36,False,1,1
RIDE710,DRV96,659,1074.29,4.03,5.92,True,1,1
RIDE711,DRV27,131,271.74,4.72,9.1,True,1,1
RIDE712,DRV100,250,280.42,3.21,3.37,True,0,0
RIDE713,DRV28,405,415.76,18.29,19.38,True,1,0
RIDE714,DRV54,657,922.71,8.54,15.47,True,1,1
RIDE715,DRV21,940,1790.27,18.86,27.42,True,1,1
RIDE716,DRV57,541,1099.47,5.77,11.49,False,1,1
RIDE717,DRV100,804,1330.05,15.32,23.77,True,1,1
RIDE718,DRV16,518,547.01,4.53,4.9,False,0,0
RIDE719,DRV42,663,732.93,2.48,2.52,True,0,0
RIDE720,DRV85,173,183.83,18.47,18.25,True,1,0
RIDE721,DRV76,273,289.31,7.93,8.68,True,1,0
RIDE722,DRV13,166,160.26,7.74,7.38,False,0,0
RIDE723,DRV47,395,374.92,7.56,7.52,True,1,0
RIDE724,DRV27,799,757.06,10.07,10.03,False,0,0
RIDE725,DRV65,552,534.41,13.65,14.47,True,1,0
RIDE726,DRV92,208,205.76,2.41,2.56,True,0,0
RIDE727,DRV89,684,726.83,8.26,8.45,True,0,0
RIDE728,DRV11,871,828.81,17.56,17.43,True,0,0
RIDE729,DRV53,353,399.39,7.77,7.8,True,1,0
RIDE730,DRV63,957,1052.05,5.94,5.88,True,0,0
RIDE731,DRV58,257,257.03,16.28,16.17,True,0,0
RIDE732,DRV17,271,294.73,15.96,15.21,True,0,0
RIDE733,DRV69,202,225.52,17.03,16.45,False,0,0
RIDE734,DRV67,424,453.09,3.83,3.82,True,0,0
RIDE735,DRV59,106,115.02,6.74,7.06,True,0,0
RIDE736,DRV45,716,659.7,10.04,10.19,True,0,0
RIDE737,DRV64,145,159.19,18.75,18.83,True,1,0
RIDE738,DRV97,962,1026.92,14.64,14.33,False,1,0
RIDE739,DRV39,179,191.98,10.74,10.56,True,0,0
RIDE740,DRV95,400,438.94,14.11,13.69,False,0,0
RIDE741,DRV29,988,984.59,17.18,18.58,True,0,0
RIDE742,DRV19,875,1310.37,14.01,27.22,True,1,1
RIDE743,DRV80,770,1341.42,9.71,18.4,False,1,1
RIDE744,DRV76,728,722.14,5.19,5.37,True,1,0
RIDE745,DRV87,707,1005.38,11.08,19.04,True,1,1
RIDE746,DRV70,490,500.9,9.82,10.31,True,1,0
RIDE747,DRV91,537,509.54,1.51,1.47,True,0,0
RIDE748,DRV65,160,175.9,5.92,6.18,True,1,0
RIDE749,DRV57,762,766.38,11.04,11.79,False,0,0
RIDE750,DRV6,590,603.46,15.16,16.4,True,0,0
RIDE751,DRV83,886,878.36,1.76,1.8,False,0,0
RIDE752,DRV3,359,412.35,5.97,5.98,False,0,0
RIDE753,DRV6,773,819.56,8.41,8.11,False,0,0
RIDE754,DRV14,924,960.68,5.94,6.4,True,0,0
RIDE755,DRV38,754,1112.82,7.97,13.1,True,1,1
RIDE756,DRV54,938,1392.46,6.19,8.3,True,1,1
RIDE757,DRV46,432,731.68,3.22,6.12,True,1,1
RIDE758,DRV100,516,499.8,17.41,16.79,False,0,0
RIDE759,DRV34,918,852.64,15.41,16.82,False,1,0
RIDE760,DRV100,593,1001.96,10.35,17.21,True,1,1
RIDE761,DRV85,114,121.42,3.63,3.86,True,1,0
RIDE762,DRV38,664,627.43,11.72,11.28,True,0,0
RIDE763,DRV56,455,520.79,14.55,14.23,True,1,0
RIDE764,DRV91,583,557.06,5.67,5.45,True,1,0
RIDE765,DRV47,360,325.18,4.05,4.41,True,0,0
RIDE766,DRV96,749,699.04,16.68,17.74,False,0,0
RIDE767,DRV82,648,741.28,8.02,8.31,False,1,0
RIDE768,DRV78,458,441.32,3.62,3.94,True,0,0
RIDE769,DRV88,142,306.76,18.74,30.23,True,1,1
RIDE770,DRV22,364,348.23,16.9,16.27,True,0,0
RIDE771,DRV98,528,490.64,3.63,3.91,True,1,0
RIDE772,DRV7,677,1299.43,8.35,12.21,True,1,1
RIDE773,DRV25,358,684.18,18.75,25.55,False,1,1
RIDE774,DRV20,801,785.26,1.32,1.38,True,1,0
RIDE775,DRV78,950,953.52,9.16,8.94,True,0,0
RIDE776,DRV34,331,304.84,8.58,8.15,True,0,0
RIDE777,DRV14,119,109.28,7.99,7.69,True,0,0
RIDE778,DRV64,465,445.99,6.01,6.15,True,0,0
RIDE779,DRV29,231,223.65,3.58,3.73,True,0,0
RIDE780,DRV87,490,453.77,2.28,2.33,True,0,0
RIDE781,DRV72,254,289.19,1.28,1.34,True,0,0
RIDE782,DRV10,405,436.5,7.13,7.59,True,0,0
RIDE783,DRV68,980,1746.61,18.89,31.27,False,1,1
RIDE784,DRV44,383,379.32,10.31,10.19,True,0,0
RIDE785,DRV58,385,412.49,12.44,12.58,False,0,0
RIDE786,DRV81,290,598.71,12.51,19.65,True,1,1
RIDE787,DRV30,481,723.78,18.57,27.34,True,1,1
RIDE788,DRV47,304,349.14,19.02,19.17,True,0,0
RIDE789,DRV45,661,632.84,18.86,18.55,True,0,0
RIDE790,DRV63,398,445.24,6.29,6.47,False,1,0
RIDE791,DRV30,226,241.47,10.67,11.58,True,0,0
RIDE792,DRV24,665,667.88,10.66,10.54,True,0,0
RIDE793,DRV54,372,395.29,18.8,20.4,True,0,0
RIDE794,DRV78,471,503.72,13.66,13.0,True,1,0
RIDE795,DRV96,558,538.49,14.4,14.72,True,0,0
RIDE796,DRV98,330,302.41,13.15,14.23,True,0,0
RIDE797,DRV18,935,1058.69,12.51,13.46,True,0,0
RIDE798,DRV34,313,325.99,4.42,4.74,False,1,0
RIDE799,DRV1,243,240.13,9.88,9.92,True,0,0
RIDE800,DRV59,503,462.75,5.83,6.01,True,1,0
RIDE801,DRV32,523,472.62,4.41,4.62,True,0,0
RIDE802,DRV70,303,347.13,14.34,13.86,True,0,0
RIDE803,DRV97,397,430.52,8.2,8.56,True,0,0
RIDE804,DRV19,506,1094.74,15.05,20.9,True,1,1
RIDE805,DRV23,818,743.68,17.12,18.4,True,0,0
RIDE806,DRV73,642,632.41,16.1,17.11,True,0,0
RIDE807,DRV76,988,1039.63,7.53,8.04,True,1,0
RIDE808,DRV30,663,700.29,17.62,18.4,True,1,0
RIDE809,DRV9,300,273.0,7.4,8.02,False,0,0
RIDE810,DRV81,459,489.18,14.12,14.96,True,0,0
RIDE811,DRV10,298,570.53,4.15,8.1,True,1,1
RIDE812,DRV26,548,516.06,7.58,8.02,True,1,0
RIDE813,DRV48,582,871.91,3.42,5.73,False,1,1
RIDE814,DRV70,147,143.52,3.6,3.65,True,0,0
RIDE815,DRV5,486,722.44,17.51,32.13,True,1,1
RIDE816,DRV43,102,92.93,8.76,8.33,True,0,0
RIDE817,DRV9,639,624.43,1.97,2.15,True,0,0
RIDE818,DRV99,740,1224.86,12.98,24.91,False,1,1
RIDE819,DRV10,283,308.23,3.91,4.23,True,0,0
RIDE820,DRV9,995,1084.98,6.6,6.72,True,0,0
RIDE821,DRV24,752,788.46,1.83,1.94,True,0,0
RIDE822,DRV71,103,225.15,5.52,9.97,True,1,1
RIDE823,DRV37,668,698.71,6.01,6.45,False,0,0
RIDE824,DRV77,667,656.61,4.9,4.66,True,0,0
RIDE825,DRV15,753,765.75,5.01,4.77,True,1,0
RIDE826,DRV49,523,554.68,2.08,2.25,False,0,0
RIDE827,DRV21,980,894.93,16.45,16.35,False,1,0
RIDE828,DRV11,150,151.82,8.63,8.75,True,0,0
RIDE829,DRV77,956,1560.32,4.7,6.99,True,1,1
RIDE830,DRV32,822,842.42,14.76,14.98,True,1,0
RIDE831,DRV60,336,358.59,2.63,2.69,False,1,0
RIDE832,DRV63,912,1541.61,6.79,9.19,True,1,1
RIDE833,DRV48,507,524.83,12.94,13.61,False,1,0
RIDE834,DRV54,991,991.8,17.4,18.56,True,0,0
RIDE835,DRV51,266,492.16,7.2,13.75,True,1,1
RIDE836,DRV2,917,978.75,16.8,16.37,True,0,0
RIDE837,DRV70,483,450.69,1.66,1.66,True,0,0
RIDE838,DRV7,771,720.16,3.22,3.2,True,0,0
RIDE839,DRV46,520,569.03,5.37,5.82,True,0,0
RIDE840,DRV84,680,1489.35,9.81,14.44,True,1,1
RIDE841,DRV68,940,887.98,19.72,20.87,True,0,0
RIDE842,DRV23,909,949.39,15.49,16.54,False,1,0
RIDE843,DRV50,813,1480.23,4.37,8.11,False,1,1
RIDE844,DRV19,783,817.84,2.23,2.43,True,0,0
RIDE845,DRV8,105,116.08,12.24,12.13,True,0,0
RIDE846,DRV11,414,383.48,14.82,15.99,True,0,0
RIDE847,DRV32,484,454.53,18.56,19.11,False,0,0
RIDE848,DRV85,308,311.04,1.34,1.38,False,0,0
RIDE849,DRV1,533,834.05,7.13,12.39,True,1,1
RIDE850,DRV73,689,1115.05,13.63,24.58,False,1,1
RIDE851,DRV5,564,507.64,10.09,9.7,False,0,0
RIDE852,DRV70,763,773.68,2.65,2.68,True,0,0
RIDE853,DRV99,143,252.88,18.65,27.56,True,1,1
RIDE854,DRV43,180,373.08,13.43,23.7,True,1,1
RIDE855,DRV21,105,104.06,2.48,2.6,True,0,0
RIDE856,DRV30,330,348.87,9.55,9.17,False,0,0
RIDE857,DRV32,194,187.69,16.27,16.92,True,0,0
RIDE858,DRV40,356,674.76,3.37,5.9,True,1,1
RIDE859,DRV90,815,1728.25,4.33,5.65,True,1,1
RIDE860,DRV92,286,583.41,11.3,22.47,True,1,1
RIDE861,DRV77,588,637.6,19.59,19.88,False,0,0
RIDE862,DRV64,914,1005.55,7.76,8.05,True,0,0
RIDE863,DRV81,806,873.38,6.8,6.95,True,0,0
RIDE864,DRV84,631,721.63,9.58,10.42,False,1,0
RIDE865,DRV69,783,829.7,10.24,10.22,False,0,0
RIDE866,DRV72,735,766.4,5.48,5.8,True,0,0
RIDE867,DRV36,993,922.78,1.46,1.44,False,0,0
RIDE868,DRV73,259,455.31,6.58,10.77,False,1,1
RIDE869,DRV48,549,520.67,2.73,2.93,True,0,0
RIDE870,DRV76,626,573.05,12.98,14.18,True,1,0
RIDE871,DRV89,997,1075.39,7.7,7.58,True,0,0
RIDE872,DRV16,288,312.87,6.31,6.76,True,1,0
RIDE873,DRV76,611,700.59,18.79,19.42,False,0,0
RIDE874,DRV13,270,282.59,3.24,3.19,True,0,0
RIDE875,DRV6,314,634.77,2.5,4.25,True,1,1
RIDE876,DRV8,713,739.68,15.54,16.93,True,1,0
RIDE877,DRV87,283,254.76,4.83,4.85,True,0,0
RIDE878,DRV45,245,383.36,10.04,20.0,True,1,1
RIDE879,DRV64,169,189.84,9.57,10.35,False,1,0
RIDE880,DRV47,171,179.71,16.44,16.07,True,0,0
RIDE881,DRV73,180,350.06,9.02,12.77,True,1,1
RIDE882,DRV96,307,645.27,6.37,8.65,True,1,1
RIDE883,DRV72,570,603.54,14.02,15.27,True,0,0
RIDE884,DRV51,662,1295.14,11.67,18.5,True,1,1
RIDE885,DRV2,611,556.31,6.85,6.79,True,0,0
RIDE886,DRV44,656,737.71,3.03,3.21,True,0,0
RIDE887,DRV12,243,264.56,2.95,2.96,False,0,0
RIDE888,DRV71,924,1776.87,18.33,28.99,False,1,1
RIDE889,DRV11,309,528.34,13.03,24.96,False,1,1
RIDE890,DRV37,252,228.06,12.67,13.16,True,0,0
RIDE891,DRV86,900,1431.23,6.19,12.35,False,1,1
RIDE892,DRV38,865,1513.54,12.58,20.89,True,1,1
